,lb_stat,lb_pvalue
1,0.11347301512093422,0.7362242802530679
2,0.1135185094951332,0.9448215032799191
3,0.11968237016846311,0.9893751140904135
4,0.12061382528115137,0.9982530215480845
5,0.13186918323612268,0.9996795233000338
6,0.19312655637717874,0.9998603926075881
7,0.21429360254167612,0.9999681456120441
8,0.2519738005637949,0.9999905068451352
9,0.2840223250412437,0.9999973924397653
